numero_orden,peso_total_kg,volumen_total_m3,lineas,unidades,skus_distintos,direccion_normalizada,lat,lon,node_id,tiene_nodo
ORD-CL-202612-000656,170.44299999999998,0.948994,11,43,11,CALLE COMPAÑÍA DE JESÚS 4356,-33.439644149230105,-70.66251983715254,1658,True
ORD-CL-202612-000657,122.392,0.663824,14,56,14,CALLE SAN ANTONIO 7402,-33.43487534738776,-70.64887247008978,1994,True
ORD-CL-202612-000658,224.07500000000002,1.172033,6,40,6,AV. LA FLORIDA 5593,-33.5201209,-70.5823752,406,True
ORD-CL-202612-000659,62.948,0.429783,6,20,6,CALLE MERCED 3010,-33.43731790255185,-70.64174538474282,1815,True
ORD-CL-202612-000660,61.608,0.214608,10,58,10,CALLE MORANDÉ 1191,-33.43452185756808,-70.65443829443069,1903,True
ORD-CL-202612-000661,141.406,1.077323,12,65,12,AV. LAS CONDES 7366,-33.4031698,-70.5561641,476,True
ORD-CL-202612-000662,20.459,0.097883,6,20,6,AV. AMÉRICO VESPUCIO 1280,-33.53273486046511,-70.68005871627906,2,True
ORD-CL-202612-000663,26.653,0.213791,5,19,5,CALLE BANDERA 2346,-33.44046393300847,-70.65220603930719,1546,True
ORD-CL-202612-000664,97.825,0.7578579999999999,5,25,5,CALLE CATEDRAL 4403,-33.44097481020408,-70.69478743265306,1605,True
ORD-CL-202612-000665,106.929,0.729016,12,43,12,AV. PEDRO DE VALDIVIA 9956,-33.446682,-70.605953,854,True
ORD-CL-202612-000666,469.72999999999996,3.365371,22,124,22,AV. MANUEL MONTT 685,-33.43437371428571,-70.61696167142857,619,True
ORD-CL-202612-000667,4.635,0.017079,2,3,2,AV. KENNEDY 8609,-33.3903784,-70.5498238,369,True
ORD-CL-202612-000668,149.04,0.925047,26,88,25,CALLE AMUNÁTEGUI 1717,-33.41625625370045,-70.66756956491413,1421,True
ORD-CL-202612-000669,292.571,2.1290649999999998,26,133,26,CALLE SANTO DOMINGO 9185,-33.438971360737774,-70.68787532598256,2127,True
ORD-CL-202612-000670,238.6,1.986217,7,47,7,AV. DEPARTAMENTAL 5011,-33.5106675,-70.5789939,126,True
ORD-CL-202612-000671,283.465,2.003963,20,76,20,CALLE SAN DIEGO 6481,-33.46971150355578,-70.64855318455172,2054,True
ORD-CL-202612-000672,195.531,0.791266,26,121,26,AVENIDA LIBERTADOR BERNARDO O HIGGINS 2693,-33.4496617,-70.6739957,1281,True
ORD-CL-202612-000673,582.1179999999999,4.6134960000000005,15,82,15,CALLE SAN ANTONIO 9769,-33.43487534738776,-70.64887247008978,2014,True
ORD-CL-202612-000674,6.42,0.026282,2,5,2,CALLE SAN ANTONIO 8998,-33.43487534738776,-70.64887247008978,2004,True
ORD-CL-202612-000675,168.42,1.201438,19,79,18,AV. IRARRÁZAVAL 1701,-33.45338567692308,-70.61306178461538,255,True
ORD-CL-202612-000676,175.268,1.384683,9,47,9,AV. RECOLETA 7333,-33.431874,-70.647723,949,True
ORD-CL-202612-000677,92.749,0.708116,14,40,14,AV. PAJARITOS 9008,-33.488076083068606,-70.75138480605311,804,True
ORD-CL-202612-000678,21.485,0.080933,6,22,6,AV. LIBERTADOR BERNARDO O HIGGINS 1045,-33.4435471,-70.65090525,489,True
ORD-CL-202612-000679,110.667,0.56606,12,48,12,AV. MANUEL MONTT 1285,-33.439606,-70.6155013,584,True
ORD-CL-202612-000680,91.852,0.5784600000000001,14,60,14,AVENIDA MATTA 6450,-33.45799120274538,-70.64211682398948,1325,True
ORD-CL-202612-000681,259.815,1.215762,16,88,16,AV. LAS CONDES 2824,-33.38904613999576,-70.54005416426546,446,True
ORD-CL-202612-000682,79.027,0.386198,13,54,13,AVENIDA AMÉRICO VESPUCIO 9821,-33.373080262316364,-70.72311236685437,1187,True
ORD-CL-202612-000683,221.474,1.312681,23,92,23,CALLE TEATINOS 51,-33.4432562,-70.6544444,2159,True
ORD-CL-202612-000684,239.369,1.430572,24,107,24,AV. LAS CONDES 599,-33.38904613999576,-70.54005416426546,466,True
ORD-CL-202612-000685,115.498,0.916241,14,52,14,CALLE BANDERA 7800,-33.44046393300847,-70.65220603930719,1572,True
ORD-CL-202612-000686,29.407999999999998,0.096124,4,20,4,AV. LAS CONDES 6923,-33.4060089,-70.5592179,474,True
ORD-CL-202612-000687,151.731,0.71567,13,57,13,AV. LAS CONDES 9155,-33.39232316,-70.54291698799999,485,True
ORD-CL-202612-000688,463.445,3.495289,13,77,13,AV. SANTA ROSA 3238,-33.4848789,-70.64097425,969,True
ORD-CL-202612-000689,102.604,0.489653,12,65,12,AV. KENNEDY 8032,-33.3913857,-70.5528318,367,True
ORD-CL-202612-000690,123.012,0.9542970000000001,17,51,17,CALLE SAN ANTONIO 4814,-33.43487534738776,-70.64887247008978,1983,True
ORD-CL-202612-000691,202.447,1.188671,16,70,16,AV. LIBERTADOR BERNARDO O HIGGINS 9424,-33.448743251107814,-70.67154545028562,534,True
ORD-CL-202612-000692,44.711,0.34434400000000004,5,11,5,CALLE MERCED 635,-33.437939765454544,-70.6461368109091,1832,True
ORD-CL-202612-000693,236.561,1.817739,17,120,17,CALLE ARTURO PRAT 1115,-33.459641524999995,-70.64736903750001,1478,True
ORD-CL-202612-000694,127.15,0.910111,21,68,21,AV. MACUL 8042,-33.49707804581206,-70.59790889427815,573,True
ORD-CL-202612-000695,131.366,0.76121,9,69,9,CALLE MORANDÉ 4315,-33.43452185756808,-70.65443829443069,1927,True
ORD-CL-202612-000696,82.575,0.47422600000000004,4,15,4,CALLE ARTURO PRAT 810,-33.45542640612245,-70.6479618489796,1531,True
ORD-CL-202612-000697,279.962,2.204565,12,58,12,AVENIDA PROVIDENCIA 7581,-33.43307993353561,-70.62608343748443,1358,True
ORD-CL-202612-000698,33.244,0.103453,10,56,10,AVENIDA VITACURA 7181,-33.3865382,-70.5639654,1409,True
ORD-CL-202612-000699,174.234,1.2383220000000001,17,58,17,AV. RECOLETA 7333,-33.431874,-70.647723,949,True
ORD-CL-202612-000700,342.728,2.479366,20,79,19,CALLE CATEDRAL 999,-33.4373719,-70.6515166,1637,True
ORD-CL-202612-000701,67.394,0.5338350000000001,5,17,5,AVENIDA APOQUINDO 9524,-33.41538010156422,-70.5894337720031,1201,True
ORD-CL-202612-000702,51.7,0.402193,5,14,5,CALLE MORANDÉ 5902,-33.43452185756808,-70.65443829443069,1933,True
ORD-CL-202612-000703,35.552,0.187574,7,27,7,AV. INDEPENDENCIA 24,-33.430113,-70.653323,202,True
ORD-CL-202612-000704,52.422,0.290301,7,22,7,AV. MATTA 3621,-33.45799120274538,-70.64211682398948,706,True
ORD-CL-202612-000705,58.721,0.40305,10,27,10,AV. SANTA ROSA 2768,-33.48115881566265,-70.64147517590361,968,True
ORD-CL-202612-000706,116.83999999999999,1.024068,18,63,18,CALLE ESTADO 6692,-33.43949515564987,-70.64953513821996,1732,True
ORD-CL-202612-000707,195.999,1.402413,8,41,8,CALLE AMUNÁTEGUI 3124,-33.41625625370045,-70.66756956491413,1426,True
ORD-CL-202612-000708,41.757,0.28025500000000003,8,30,8,AVENIDA LA FLORIDA 2701,-33.5158876737604,-70.58408346247862,1255,True
ORD-CL-202612-000709,522.4399999999999,2.815124,29,141,29,CALLE MERCED 3073,-33.43731790255185,-70.64174538474282,1817,True
ORD-CL-202612-000710,194.029,0.857971,17,108,17,CALLE SAN DIEGO 2653,-33.46971150355578,-70.64855318455172,2030,True
ORD-CL-202612-000711,155.257,0.801195,22,100,22,CALLE BANDERA 374,-33.438971825,-70.6526361,1553,True
ORD-CL-202612-000712,166.925,1.527047,9,36,9,AV. VICUÑA MACKENNA 3841,-33.4885385,-70.6180804,1099,True
ORD-CL-202612-000713,84.201,0.547114,10,24,10,AV. MAPOCHO 934,-33.432762,-70.686501,682,True
ORD-CL-202612-000714,104.06,0.815963,16,49,15,AV. IRARRÁZAVAL 1701,-33.45338567692308,-70.61306178461538,255,True
ORD-CL-202612-000715,141.941,0.515506,17,95,17,AV. IRARRÁZAVAL 3657,-33.4554080632653,-70.59245922040816,276,True
ORD-CL-202612-000716,53.405,0.32754500000000003,7,39,7,AV. MACUL 170,-33.49707804581206,-70.59790889427815,540,True
ORD-CL-202612-000717,218.235,1.274014,13,65,13,AV. MACUL 7795,-33.49707804581206,-70.59790889427815,569,True
ORD-CL-202612-000718,58.891999999999996,0.234393,6,20,6,AV. PEDRO DE VALDIVIA 8264,-33.446682,-70.605953,843,True
ORD-CL-202612-000719,371.253,3.0927439999999997,14,68,13,AV. TOBALABA 7599,-33.452118,-70.5589931,1060,True
ORD-CL-202612-000720,51.452,0.46178499999999995,11,34,11,AV. LAS CONDES 7602,-33.4013409,-70.5548756,479,True
ORD-CL-202612-000721,181.496,1.329973,16,55,15,AV. RECOLETA 978,-33.4208542,-70.6444263,958,True
ORD-CL-202612-000722,40.038999999999994,0.35993600000000003,6,12,6,AV. PEDRO DE VALDIVIA 8568,-33.446682,-70.605953,846,True
ORD-CL-202612-000723,140.282,0.8313699999999999,13,82,12,AV. MATTA 7533,-33.45799120274538,-70.64211682398948,732,True
ORD-CL-202612-000724,6.48,0.012287,2,7,2,AV. GRECIA 3963,-33.4651442,-70.5902593,166,True
ORD-CL-202612-000725,258.445,2.134087,16,83,16,CALLE ESTADO 7420,-33.43949515564987,-70.64953513821996,1738,True
ORD-CL-202612-000726,83.55199999999999,0.465451,12,36,12,AV. TOBALABA 7259,-33.5192884508772,-70.55776388596492,1058,True
ORD-CL-202612-000727,186.328,1.244294,24,115,24,AV. LIBERTADOR BERNARDO O HIGGINS 4420,-33.455249,-70.6963372,513,True
ORD-CL-202612-000728,182.93200000000002,1.231379,6,36,6,AV. MATTA 6450,-33.45799120274538,-70.64211682398948,727,True
ORD-CL-202612-000729,85.36099999999999,0.787428,11,54,11,CALLE AMUNÁTEGUI 7500,-33.41625625370045,-70.66756956491413,1459,True
ORD-CL-202612-000730,112.104,0.351276,9,60,9,CALLE SAN DIEGO 19,-33.444798,-70.651738,2025,True
ORD-CL-202612-000731,100.769,0.381705,7,29,7,CALLE CATEDRAL 4077,-33.438738201983064,-70.66443720992424,1601,True
ORD-CL-202612-000732,198.927,1.22133,14,60,14,CALLE HUÉRFANOS 6842,-33.43969907361054,-70.65168277752262,1794,True
ORD-CL-202612-000733,267.055,1.841642,13,58,13,AV. MATTA 1890,-33.45799120274538,-70.64211682398948,693,True
ORD-CL-202612-000734,4.68,0.036232,4,12,4,CALLE AMUNÁTEGUI 7187,-33.41625625370045,-70.66756956491413,1455,True
ORD-CL-202612-000735,62.251,0.352975,13,44,13,CALLE SAN DIEGO 9330,-33.46971150355578,-70.64855318455172,2071,True
ORD-CL-202612-000736,116.93900000000001,0.520481,13,52,13,CALLE HUÉRFANOS 996,-33.439705486792455,-70.65072353018867,1804,True
ORD-CL-202612-000737,63.013000000000005,0.211054,7,44,7,AV. PEDRO DE VALDIVIA 9132,-33.446682,-70.605953,850,True
ORD-CL-202612-000738,129.047,0.506514,13,88,12,AV. LAS CONDES 3513,-33.393217,-70.544274,449,True
ORD-CL-202612-000739,84.787,0.45529,12,57,12,CALLE MORANDÉ 4830,-33.43452185756808,-70.65443829443069,1928,True
ORD-CL-202612-000740,205.508,1.168699,11,71,11,CALLE AMUNÁTEGUI 7156,-33.41625625370045,-70.66756956491413,1454,True
ORD-CL-202612-000741,18.937,0.080834,4,17,4,CALLE AMUNÁTEGUI 562,-33.41625625370045,-70.66756956491413,1444,True
ORD-CL-202612-000742,98.089,0.739248,7,18,7,CALLE ARTURO PRAT 2917,-33.481894280612245,-70.64636743673469,1494,True
ORD-CL-202612-000743,315.262,2.349329,20,128,20,AV. APOQUINDO 1257,-33.4154095,-70.5895766,49,True
ORD-CL-202612-000744,331.067,2.412703,19,79,19,CALLE MERCED 6576,-33.43731790255185,-70.64174538474282,1834,True
ORD-CL-202612-000745,75.21300000000001,0.464823,6,29,6,AV. LIBERTADOR BERNARDO O HIGGINS 4124,-33.4541724,-70.6927106,508,True
ORD-CL-202612-000746,101.388,0.536826,14,85,14,AV. INDEPENDENCIA 912,-33.420777,-70.6556571,247,True
ORD-CL-202612-000747,105.596,0.647211,16,46,16,AV. PROVIDENCIA 4440,-33.435086638100124,-70.62889344723304,880,True
ORD-CL-202612-000748,108.678,0.798532,12,48,12,AV. TOBALABA 4809,-33.4355895,-70.5796629,1044,True
ORD-CL-202612-000749,146.677,1.010311,13,75,13,CALLE MONJITAS 469,-33.436468866666665,-70.64406038333334,1870,True
ORD-CL-202612-000750,98.716,0.43091,13,52,13,AV. MANUEL MONTT 5488,-33.450409379191655,-70.61310094459272,608,True
ORD-CL-202612-000751,329.32800000000003,2.2269609999999997,8,52,8,CALLE CATEDRAL 4639,-33.438738201983064,-70.66443720992424,1607,True
ORD-CL-202612-000752,77.778,0.387369,6,21,6,CALLE ARTURO PRAT 6209,-33.49885875513929,-70.72363323656741,1518,True
ORD-CL-202612-000753,117.839,0.49967300000000003,6,43,6,AV. SANTA ROSA 9308,-33.545539008695656,-70.63337706086956,1012,True
ORD-CL-202612-000754,136.032,1.09979,7,37,7,GRAN AVENIDA JOSÉ MIGUEL CARRERA 6169,-33.51214146486487,-70.65758264594594,2237,True
ORD-CL-202612-000755,444.51700000000005,3.901545,24,143,24,CALLE MERCED 3010,-33.43731790255185,-70.64174538474282,1815,True
ORD-CL-202612-000756,52.124,0.344975,9,29,9,CALLE COMPAÑÍA DE JESÚS 7400,-33.439644149230105,-70.66251983715254,1671,True
ORD-CL-202612-000757,293.871,2.076291,9,61,9,AV. MAPOCHO 8108,-33.432762,-70.686501,678,True
ORD-CL-202612-000758,31.144,0.208718,5,11,5,CALLE MERCED 3073,-33.43731790255185,-70.64174538474282,1817,True
ORD-CL-202612-000759,294.19,1.817783,18,96,18,AV. MACUL 3293,-33.484606402857146,-70.59946715285714,550,True
ORD-CL-202612-000760,260.384,0.983724,14,84,14,AV. KENNEDY 6273,-33.3965016,-70.5671049,350,True
ORD-CL-202612-000761,258.70799999999997,2.046046,8,66,8,AV. MATTA 5966,-33.45799120274538,-70.64211682398948,723,True
ORD-CL-202612-000762,157.607,0.963004,19,72,18,AV. TOBALABA 402,-33.4206102,-70.5984354,1037,True
ORD-CL-202612-000763,215.398,1.332993,25,99,25,AV. SANTA ROSA 2215,-33.474066066666666,-70.642220325,966,True
ORD-CL-202612-000764,201.482,1.399406,7,52,7,AV. PROVIDENCIA 7511,-33.43307993353561,-70.62608343748443,902,True
ORD-CL-202612-000765,110.745,0.7033900000000001,12,56,11,AV. TOBALABA 8391,-33.4583534,-70.5546738,1068,True
ORD-CL-202612-000766,5.236,0.020364,2,6,2,CALLE COMPAÑÍA DE JESÚS 4206,-33.439644149230105,-70.66251983715254,1657,True
ORD-CL-202612-000767,68.87299999999999,0.44856999999999997,5,22,5,CALLE SAN ANTONIO 7092,-33.43487534738776,-70.64887247008978,1992,True
ORD-CL-202612-000768,55.792,0.480339,5,26,5,AV. VITACURA 8761,-33.3842364,-70.5523594,1174,True
ORD-CL-202612-000769,122.412,0.649642,15,57,15,AV. MATTA 2502,-33.45799120274538,-70.64211682398948,698,True
ORD-CL-202612-000770,233.213,1.954805,8,41,7,AV. IRARRÁZAVAL 8356,-33.45211752135792,-70.62996532946244,303,True
ORD-CL-202612-000771,6.663,0.015827,3,30,3,AVENIDA DEPARTAMENTAL 8393,-33.49895358332377,-70.6698940506075,1210,True
ORD-CL-202612-000772,16.483999999999998,0.11124799999999999,3,8,3,AV. AMÉRICO VESPUCIO 7059,-33.518261,-70.594721,32,True
ORD-CL-202612-000773,213.988,1.408532,20,101,20,AV. RECOLETA 2761,-33.4016496,-70.6429416,920,True
ORD-CL-202612-000774,200.933,1.4749050000000001,18,64,18,AV. GRECIA 2176,-33.46190583999999,-70.60869214,162,True
ORD-CL-202612-000775,103.78999999999999,0.450296,10,47,10,AV. LAS CONDES 2696,-33.38904613999576,-70.54005416426546,445,True
ORD-CL-202612-000776,21.127000000000002,0.199787,3,13,3,CALLE MERCED 3010,-33.43731790255185,-70.64174538474282,1815,True
ORD-CL-202612-000777,115.06,0.884244,11,60,11,AV. APOQUINDO 5322,-33.4105269,-70.5735037,74,True
ORD-CL-202612-000778,211.271,1.8540820000000002,7,44,7,AV. LA FLORIDA 4055,-33.519235429031845,-70.58115079491817,396,True
ORD-CL-202612-000779,65.52,0.359721,13,33,13,CALLE SANTO DOMINGO 3512,-33.438663483969464,-70.68213977633587,2093,True
ORD-CL-202612-000780,17.131,0.11027200000000001,5,18,5,AVENIDA APOQUINDO 3569,-33.4160211,-70.5926582,1191,True
ORD-CL-202612-000781,161.194,0.63024,11,71,11,AV. MATTA 1351,-33.4599247,-70.6527236,691,True
ORD-CL-202612-000782,179.698,0.9012140000000001,27,87,27,AV. KENNEDY 3695,-33.4055216,-70.5917304,329,True
ORD-CL-202612-000783,157.097,1.254552,13,57,13,AV. TOBALABA 7248,-33.519018,-70.5578428,1057,True
ORD-CL-202612-000784,59.442,0.229155,8,26,8,CALLE ESTADO 3974,-33.43949515564987,-70.64953513821996,1708,True
ORD-CL-202612-000785,184.208,1.443942,12,114,12,AV. APOQUINDO 9524,-33.41052665057889,-70.57323806478458,101,True
ORD-CL-202612-000786,157.948,0.596188,25,93,24,CALLE ESTADO 8391,-33.43949515564987,-70.64953513821996,1742,True
ORD-CL-202612-000787,236.041,1.528649,14,65,14,AV. TOBALABA 8404,-33.458453,-70.5546062,1069,True
ORD-CL-202612-000788,37.446,0.187122,6,24,6,AV. LA FLORIDA 2626,-33.519235429031845,-70.58115079491817,387,True
ORD-CL-202612-000789,124.76,0.9415640000000001,13,37,13,AV. PROVIDENCIA 1084,-33.4301183,-70.6224962,855,True
ORD-CL-202612-000790,216.774,1.527364,11,59,11,AV. LA FLORIDA 360,-33.519235429031845,-70.58115079491817,393,True
ORD-CL-202612-000791,309.877,2.351176,11,51,11,AV. KENNEDY 4272,-33.4044645,-70.5878314,331,True
ORD-CL-202612-000792,40.597,0.265151,8,24,8,AVENIDA VITACURA 9378,-33.381545634285715,-70.54587447714286,1413,True
ORD-CL-202612-000793,178.106,1.453831,16,65,16,AV. KENNEDY 5882,-33.3987996,-70.5732628,347,True
ORD-CL-202612-000794,56.842,0.44913200000000003,6,21,6,CALLE MERCED 99,-33.43731790255185,-70.64174538474282,1853,True
ORD-CL-202612-000795,32.075,0.127551,6,14,5,AV. MANUEL MONTT 4025,-33.450409379191655,-70.61310094459272,597,True
ORD-CL-202612-000796,246.575,1.951853,17,66,17,AVENIDA LA FLORIDA 3952,-33.55947683555668,-70.55875740204472,1258,True
ORD-CL-202612-000797,151.095,1.025847,10,37,10,CALLE SANTO DOMINGO 1612,-33.4382179,-70.6767894,2080,True
ORD-CL-202612-000798,315.51399999999995,2.587748,6,41,6,CALLE ESTADO 4786,-33.43949515564987,-70.64953513821996,1716,True
ORD-CL-202612-000799,94.865,0.46437599999999996,13,80,12,CALLE CATEDRAL 4585,-33.44131027872341,-70.69730925319149,1606,True
ORD-CL-202612-000800,53.072,0.211478,7,92,7,CALLE CATEDRAL 2422,-33.439444287499995,-70.67066721666667,1590,True
ORD-CL-202612-000801,223.29000000000002,1.3634600000000001,25,106,25,AV. LA FLORIDA 9258,-33.5375876,-70.5726688,424,True
ORD-CL-202612-000802,43.141,0.316936,2,5,2,AV. AMÉRICO VESPUCIO 8714,-33.5342347,-70.6072592,39,True
ORD-CL-202612-000803,25.105,0.16936299999999999,6,14,6,AV. IRARRÁZAVAL 3425,-33.4553848,-70.5951816,273,True
ORD-CL-202612-000804,380.9,2.129008,26,121,26,CALLE HUÉRFANOS 2891,-33.44222610909091,-70.67521190909092,1760,True
ORD-CL-202612-000805,134.681,0.9704269999999999,16,70,16,AV. MATTA 8447,-33.45799120274538,-70.64211682398948,739,True
ORD-CL-202612-000806,97.005,0.591273,18,64,18,AV. PROVIDENCIA 7465,-33.435086638100124,-70.62889344723304,901,True
ORD-CL-202612-000807,311.206,2.131449,22,81,22,CALLE BANDERA 8232,-33.44046393300847,-70.65220603930719,1577,True
ORD-CL-202612-000808,347.334,2.698166,24,116,24,CALLE SANTO DOMINGO 3512,-33.438663483969464,-70.68213977633587,2093,True
ORD-CL-202612-000809,391.372,2.817849,20,83,20,AV. MANUEL MONTT 2210,-33.4477197,-70.6135582,590,True
ORD-CL-202612-000810,252.609,1.64722,19,76,19,CALLE ESTADO 4482,-33.43949515564987,-70.64953513821996,1710,True
ORD-CL-202612-000811,96.525,0.554367,12,62,12,CALLE COMPAÑÍA DE JESÚS 5396,-33.439644149230105,-70.66251983715254,1662,True
ORD-CL-202612-000812,171.406,1.2093859999999999,20,104,20,AV. LIBERTADOR BERNARDO O HIGGINS 3641,-33.452382,-70.6850595,504,True
ORD-CL-202612-000813,239.991,1.883245,17,84,17,CALLE TEATINOS 438,-33.43859254666666,-70.65553529466668,2155,True
ORD-CL-202612-000814,345.486,2.8297,15,85,14,AV. APOQUINDO 1062,-33.4154018,-70.5895388,47,True
ORD-CL-202612-000815,173.311,0.910189,19,111,19,CALLE TEATINOS 7030,-33.436656955578805,-70.65568127045138,2169,True
ORD-CL-202612-000816,159.042,1.261806,9,38,9,AVENIDA RECOLETA 9064,-33.431874,-70.647723,1369,True
ORD-CL-202612-000817,26.756999999999998,0.225337,6,15,6,CALLE MORANDÉ 3445,-33.43452185756808,-70.65443829443069,1922,True
ORD-CL-202612-000818,42.468,0.320497,6,21,6,CALLE MERCED 6655,-33.43731790255185,-70.64174538474282,1836,True
ORD-CL-202612-000819,142.987,1.075106,14,39,14,AV. LA FLORIDA 7983,-33.5250518,-70.5777783,420,True
ORD-CL-202612-000820,177.597,0.8850070000000001,14,66,14,CALLE MORANDÉ 7331,-33.43452185756808,-70.65443829443069,1945,True
ORD-CL-202612-000821,139.74,0.973435,11,50,11,AV. PROVIDENCIA 4502,-33.435086638100124,-70.62889344723304,881,True
ORD-CL-202612-000822,440.988,3.329714,23,120,22,AV. RECOLETA 2984,-33.3994034,-70.642859,921,True
ORD-CL-202612-000823,55.717,0.334533,10,20,10,AV. AMÉRICO VESPUCIO 3402,-33.5242701,-70.6002307,11,True
ORD-CL-202612-000824,207.005,1.51644,23,88,23,AV. PEDRO DE VALDIVIA 5865,-33.47779171851852,-70.60595390740741,832,True
ORD-CL-202612-000825,52.257,0.363719,9,30,9,AV. APOQUINDO 4280,-33.4146429,-70.5862581,69,True
ORD-CL-202612-000826,297.459,2.554864,19,106,19,AV. TOBALABA 101,-33.522971504401355,-70.5564454044437,1018,True
ORD-CL-202612-000827,193.531,1.111885,17,67,16,AV. MAPOCHO 4335,-33.432762,-70.686501,650,True
ORD-CL-202612-000828,213.12099999999998,1.438403,12,69,12,AV. GRECIA 7261,-33.4728971,-70.5570687,183,True
ORD-CL-202612-000829,93.007,0.6822499999999999,8,19,8,CALLE SAN DIEGO 8934,-33.46971150355578,-70.64855318455172,2066,True
ORD-CL-202612-000830,151.452,1.114462,10,53,10,CALLE MERCED 790,-33.438249374418604,-70.64809663488371,1842,True
ORD-CL-202612-000831,284.097,1.785944,21,111,21,AV. VICUÑA MACKENNA 3766,-33.4868013,-70.618524,1098,True
ORD-CL-202612-000832,24.662,0.18509,5,20,5,CALLE ESTADO 5553,-33.43949515564987,-70.64953513821996,1722,True
ORD-CL-202612-000833,96.465,0.391343,9,37,8,AV. PROVIDENCIA 8365,-33.43307993353561,-70.62608343748443,906,True
ORD-CL-202612-000834,159.692,0.905798,6,46,6,AV. MACUL 6617,-33.49707804581206,-70.59790889427815,563,True
ORD-CL-202612-000835,66.958,0.413744,13,24,13,AV. KENNEDY 5225,-33.401861,-70.5808135,339,True
ORD-CL-202612-000836,24.936,0.17161500000000002,5,17,5,AVENIDA IRARRÁZAVAL 2396,-33.453874464485985,-70.6061651,1230,True
ORD-CL-202612-000837,45.82,0.213677,7,44,7,CALLE SAN ANTONIO 9627,-33.43487534738776,-70.64887247008978,2012,True
ORD-CL-202612-000838,106.561,0.743912,17,62,17,CALLE MORANDÉ 2308,-33.43452185756808,-70.65443829443069,1916,True
ORD-CL-202612-000839,164.525,0.681473,13,70,12,CALLE SANTO DOMINGO 6811,-33.438971360737774,-70.68787532598256,2109,True
ORD-CL-202612-000840,236.40300000000002,1.7547659999999998,11,57,11,CALLE SANTO DOMINGO 6777,-33.438971360737774,-70.68787532598256,2108,True
ORD-CL-202612-000841,36.225,0.19978500000000002,8,30,8,CALLE MERCED 8895,-33.43731790255185,-70.64174538474282,1847,True
ORD-CL-202612-000842,161.107,1.032611,13,58,13,AV. LIBERTADOR BERNARDO O HIGGINS 2045,-33.44654144285714,-70.66405247142858,492,True
ORD-CL-202612-000843,32.209999999999994,0.10839499999999999,11,43,11,AVENIDA APOQUINDO 8795,-33.41538010156422,-70.5894337720031,1200,True
ORD-CL-202612-000844,192.713,1.542903,17,105,17,AV. LIBERTADOR BERNARDO O HIGGINS 484,-33.44204588717949,-70.6430429974359,514,True
ORD-CL-202612-000845,246.091,1.8877899999999999,12,59,12,AV. VICUÑA MACKENNA 6625,-33.51618381,-70.602829292,1117,True
ORD-CL-202612-000846,19.65,0.14271399999999998,6,25,6,CALLE HUÉRFANOS 8152,-33.43969907361054,-70.65168277752262,1797,True
ORD-CL-202612-000847,339.57,2.838087,17,61,17,AV. PAJARITOS 8544,-33.488076083068606,-70.75138480605311,800,True
ORD-CL-202612-000848,154.048,0.788009,17,59,17,CALLE ARTURO PRAT 1559,-33.466813317391306,-70.64696424782609,1481,True
ORD-CL-202612-000849,126.32900000000001,0.8298300000000001,10,44,10,AV. KENNEDY 3662,-33.4057301,-70.5922909,328,True
ORD-CL-202612-000850,377.057,3.145198,7,39,7,CALLE MONJITAS 3502,-33.436639090107406,-70.64200400967839,1865,True
ORD-CL-202612-000851,22.868,0.092524,6,21,6,AV. PAJARITOS 372,-33.5242480509434,-70.75744203584905,771,True
ORD-CL-202612-000852,31.082,0.22720600000000002,7,20,7,CALLE SAN ANTONIO 9427,-33.43487534738776,-70.64887247008978,2010,True
ORD-CL-202612-000853,119.85,0.6335459999999999,14,75,14,CALLE MERCED 4192,-33.43731790255185,-70.64174538474282,1822,True
ORD-CL-202612-000854,222.907,1.635758,13,50,13,CALLE HUÉRFANOS 6451,-33.43969907361054,-70.65168277752262,1792,True
ORD-CL-202612-000855,131.501,0.9439040000000001,13,50,13,CALLE HUÉRFANOS 5299,-33.43969907361054,-70.65168277752262,1785,True
ORD-CL-202612-000856,158.148,1.110506,11,68,11,CALLE COMPAÑÍA DE JESÚS 9462,-33.439644149230105,-70.66251983715254,1682,True
ORD-CL-202612-000857,140.321,0.718506,9,38,9,CALLE BANDERA 7800,-33.44046393300847,-70.65220603930719,1572,True
ORD-CL-202612-000858,92.05499999999999,0.252699,12,74,12,AV. KENNEDY 4724,-33.4028231,-70.5834356,333,True
ORD-CL-202612-000859,162.49099999999999,1.287858,24,68,24,AV. SANTA ROSA 9308,-33.545539008695656,-70.63337706086956,1012,True
ORD-CL-202612-000860,87.673,0.623017,10,56,10,CALLE CATEDRAL 9757,-33.438738201983064,-70.66443720992424,1633,True
ORD-CL-202612-000861,131.471,0.643325,13,64,12,AV. GRECIA 3746,-33.46495569496855,-70.591252336478,164,True
ORD-CL-202612-000862,100.34200000000001,0.794164,9,31,9,CALLE MERCED 6576,-33.43731790255185,-70.64174538474282,1834,True
ORD-CL-202612-000863,79.218,0.642658,12,53,12,AV. VICUÑA MACKENNA 3988,-33.49047388866424,-70.61744562727411,1102,True
ORD-CL-202612-000864,77.40299999999999,0.275159,13,54,13,AV. VICUÑA MACKENNA 4311,-33.56620388666666,-70.58405347333333,1105,True
ORD-CL-202612-000865,34.229,0.144667,8,22,8,AVENIDA LIBERTADOR BERNARDO O HIGGINS 4908,-33.4569332,-70.7035986,1283,True
