fecha,ventana,cluster_id_dia,n_nodos,volumen_total_cluster_m3,peso_total_cluster_kg,num_rutas,km_totales,tiempo_solver_seg
2026-12-25,PM,20,4,8.208,1113.198,1,18.968,0.038
2026-12-25,PM,23,3,3.878,707.365,1,19.567,0.035
2026-12-25,PM,4,5,7.794,1070.904,1,20.781,0.04
2026-12-25,PM,6,4,5.151,799.586,1,17.456,0.038
2026-12-25,PM,7,3,7.603,965.824,1,23.996,0.039
2026-12-26,AM,10,10,5.907,867.073,1,30.905,0.04
2026-12-26,AM,13,5,8.536,1078.446,1,23.133,0.037
2026-12-26,AM,14,11,8.747,1305.869,1,28.948,0.043
2026-12-26,AM,18,6,8.736,1178.213,1,19.929,0.037
2026-12-26,AM,19,10,8.462,1283.661,1,25.223,0.043
2026-12-26,AM,2,7,8.321,1179.312,1,27.639,0.041
2026-12-26,AM,3,13,8.882,1662.592,1,30.264,0.046
2026-12-26,AM,5,9,8.497,1202.873,1,26.43,0.042
2026-12-26,AM,6,10,8.382,1328.013,1,32.711,0.044
2026-12-26,AM,8,9,7.168,1091.019,1,34.829,0.04
2026-12-26,AM,9,5,8.375,1189.428,1,28.517,0.04
2026-12-26,PM,1,5,7.634,1199.835,1,24.276,0.037
2026-12-26,PM,11,7,7.51,1142.865,1,14.723,0.038
2026-12-26,PM,12,3,5.746,788.195,1,5.332,0.041
2026-12-26,PM,15,7,8.397,1161.493,1,7.499,0.047
2026-12-26,PM,16,6,7.608,1181.086,1,17.7,0.036
2026-12-26,PM,17,7,8.908,1136.332,1,6.221,0.039
2026-12-26,PM,20,6,8.978,1179.688,1,8.648,0.038
2026-12-26,PM,21,9,8.077,1266.262,1,21.668,0.04
2026-12-26,PM,22,5,5.509,842.661,1,14.828,0.038
2026-12-26,PM,4,8,8.706,1321.982,1,26.544,0.04
2026-12-26,PM,7,6,8.923,1265.353,1,18.406,0.039
2026-12-27,AM,1,8,8.056,1359.199,1,23.691,0.04
2026-12-27,AM,10,7,8.421,1425.083,1,26.902,0.04
2026-12-27,AM,11,11,8.192,1290.674,1,32.043,0.041
2026-12-27,AM,13,6,8.712,1115.605,1,23.762,0.037
2026-12-27,AM,14,9,6.972,1024.34,1,28.348,0.04
2026-12-27,AM,18,13,8.669,1355.243,1,21.169,0.045
2026-12-27,AM,2,5,5.186,766.181,1,28.674,0.037
2026-12-27,AM,3,3,8.299,1048.376,1,28.2,0.036
2026-12-27,AM,7,10,8.834,1358.805,1,26.374,0.044
2026-12-27,AM,8,11,7.399,1292.62,1,31.592,0.041
2026-12-27,AM,9,7,8.198,1276.844,1,38.102,0.037
2026-12-27,PM,12,8,7.911,1336.433,1,15.962,0.042
2026-12-27,PM,15,2,4.742,707.945,1,14.681,0.04
2026-12-27,PM,16,4,8.094,1135.332,1,18.298,0.036
2026-12-27,PM,17,7,8.058,1271.869,1,6.21,0.043
2026-12-27,PM,19,9,8.358,1291.193,1,10.82,0.042
2026-12-27,PM,20,6,7.461,982.412,1,20.055,0.041
2026-12-27,PM,21,1,1.635,231.475,1,18.898,0.037
2026-12-27,PM,4,9,5.793,875.566,1,38.266,0.044
2026-12-27,PM,5,4,7.675,1146.972,1,25.759,0.041
2026-12-27,PM,6,4,8.437,1136.534,1,28.877,0.039
2026-12-28,AM,1,7,8.043,1311.788,1,26.169,0.04
2026-12-28,AM,12,9,8.914,1421.48,1,22.937,0.04
2026-12-28,AM,13,9,8.746,1282.097,1,28.884,0.042
2026-12-28,AM,2,11,8.903,1338.073,1,30.921,0.045
2026-12-28,AM,3,8,8.784,1413.792,1,35.503,0.04
2026-12-28,AM,4,11,8.123,1313.968,1,30.936,0.05
2026-12-28,AM,6,7,8.07,1164.868,1,29.252,0.043
2026-12-28,AM,7,10,7.318,1140.313,1,35.232,0.042
2026-12-28,AM,8,7,7.994,1071.908,1,33.227,0.045
2026-12-28,AM,9,11,8.693,1316.556,1,30.016,0.05
2026-12-28,PM,10,9,8.86,1331.371,1,11.168,0.042
2026-12-28,PM,11,8,8.959,1337.473,1,20.494,0.041
2026-12-28,PM,14,5,7.809,1051.043,1,14.681,0.04
2026-12-28,PM,15,5,8.895,1242.941,1,14.682,0.036
2026-12-28,PM,16,10,7.913,1184.229,1,25.958,0.039
2026-12-28,PM,17,7,8.243,1104.376,1,8.776,0.035
2026-12-28,PM,18,7,7.872,1137.185,1,21.914,0.037
2026-12-28,PM,19,1,1.859,298.837,1,18.696,0.036
2026-12-28,PM,5,8,8.75,1154.144,1,29.252,0.036
2026-12-29,AM,10,10,8.304,1369.662,1,23.203,0.038
2026-12-29,AM,16,12,8.596,1432.233,1,20.214,0.04
2026-12-29,AM,2,5,8.796,1214.74,1,25.539,0.035
2026-12-29,AM,3,9,8.903,1429.024,1,29.655,0.038
2026-12-29,AM,5,8,8.498,1295.924,1,33.324,0.036
2026-12-29,AM,7,11,8.795,1327.971,1,34.105,0.042
2026-12-29,AM,8,7,8.499,1149.759,1,28.561,0.035
2026-12-29,AM,9,9,7.854,1259.429,1,32.872,0.039
2026-12-29,PM,1,4,8.256,1262.622,1,18.482,0.035
2026-12-29,PM,11,9,8.99,1239.911,1,27.832,0.038
2026-12-29,PM,12,7,8.252,1225.564,1,14.681,0.038
2026-12-29,PM,13,4,4.426,751.792,1,14.691,0.038
2026-12-29,PM,14,3,8.993,1202.867,1,15.696,0.035
2026-12-29,PM,15,9,8.343,1290.862,1,15.65,0.037
2026-12-29,PM,4,7,7.202,1135.685,1,7.157,0.036
2026-12-29,PM,6,7,7.943,1073.317,1,27.301,0.036
2026-12-30,AM,1,10,7.004,1184.461,1,27.477,0.041
2026-12-30,AM,10,10,8.96,1220.2,1,15.761,0.04
2026-12-30,AM,12,10,8.574,1454.853,1,28.526,0.039
2026-12-30,AM,2,4,8.152,1034.768,1,27.627,0.036
2026-12-30,AM,3,9,6.537,940.563,1,31.608,0.037
2026-12-30,AM,7,10,8.773,1220.253,1,31.274,0.039
2026-12-30,AM,8,7,7.35,1101.828,1,29.183,0.036
2026-12-30,AM,9,5,8.024,1166.617,1,28.588,0.036
2026-12-30,PM,11,11,8.73,1347.229,1,18.936,0.041
2026-12-30,PM,13,9,6.279,963.958,1,20.465,0.038
2026-12-30,PM,14,2,4.791,720.411,1,21.37,0.035
2026-12-30,PM,15,6,8.733,1230.768,1,25.184,0.036
2026-12-30,PM,16,11,6.779,1044.056,1,20.064,0.04
2026-12-30,PM,4,5,8.179,1012.61,1,24.869,0.036
2026-12-30,PM,5,6,7.774,1137.385,1,27.796,0.04
2026-12-30,PM,6,4,7.255,915.848,1,21.415,0.034
2026-12-31,AM,2,7,8.888,1400.893,1,30.143,0.038
2026-12-31,AM,3,10,8.618,1224.348,1,39.503,0.046
2026-12-31,AM,4,8,8.578,1151.873,1,30.662,0.039
2026-12-31,AM,5,11,8.482,1332.043,1,33.759,0.039
2026-12-31,AM,6,7,7.998,1239.924,1,22.897,0.036
2026-12-31,AM,7,7,8.278,1123.143,1,29.836,0.037
2026-12-31,AM,9,9,8.812,1293.045,1,27.726,0.038
2026-12-31,PM,1,6,7.48,1256.486,1,25.707,0.035
2026-12-31,PM,10,8,8.77,1490.433,1,25.823,0.038
2026-12-31,PM,11,7,7.341,1115.22,1,25.184,0.065
2026-12-31,PM,12,7,7.681,1014.908,1,8.655,0.034
2026-12-31,PM,13,10,7.925,1064.107,1,11.853,0.04
2026-12-31,PM,8,10,7.398,999.357,1,20.288,0.038
2027-01-01,AM,1,5,8.81,1111.138,1,19.032,0.036
2027-01-01,AM,2,7,8.411,1115.849,1,29.4,0.036
2027-01-01,AM,3,7,8.237,1143.417,1,31.733,0.037
2027-01-01,AM,5,7,8.286,1277.108,1,32.262,0.036
2027-01-01,AM,6,8,8.996,1178.556,1,28.069,0.045
2027-01-01,AM,7,7,7.764,1035.366,1,28.376,0.043
2027-01-01,AM,8,10,8.188,1331.829,1,24.016,0.043
2027-01-01,PM,10,4,6.193,878.228,1,16.158,0.038
2027-01-01,PM,11,6,8.527,1227.305,1,14.681,0.038
2027-01-01,PM,12,13,7.967,1155.478,1,16.327,0.046
2027-01-01,PM,13,4,8.274,1374.074,1,15.447,0.036
2027-01-01,PM,14,7,7.92,1114.82,1,12.197,0.038
2027-01-01,PM,4,6,7.599,1149.63,1,32.97,0.036
2027-01-01,PM,9,10,8.202,1355.542,1,18.215,0.04
2027-01-02,AM,1,6,6.518,932.766,1,26.652,0.037
2027-01-02,AM,10,10,8.505,1368.598,1,31.42,0.039
2027-01-02,AM,11,11,7.479,1150.914,1,27.132,0.041
2027-01-02,AM,15,13,7.75,1355.525,1,19.5,0.043
2027-01-02,AM,2,10,8.201,1278.46,1,28.977,0.04
2027-01-02,AM,6,11,7.743,1203.155,1,22.693,0.045
2027-01-02,AM,7,13,8.882,1653.979,1,36.319,0.055
2027-01-02,AM,9,5,8.804,1171.223,1,29.877,0.037
2027-01-02,PM,12,8,7.319,990.679,1,17.299,0.039
2027-01-02,PM,13,5,8.291,1229.305,1,6.21,0.035
2027-01-02,PM,14,9,7.606,1063.87,1,26.194,0.041
2027-01-02,PM,3,9,8.912,1498.784,1,33.192,0.04
2027-01-02,PM,4,9,5.499,826.669,1,23.56,0.043
2027-01-02,PM,5,2,7.516,986.412,1,24.147,0.037
2027-01-02,PM,8,7,5.724,899.391,1,23.404,0.039
2027-01-03,AM,1,8,7.114,1143.908,1,29.131,0.043
2027-01-03,AM,10,4,8.703,1106.497,1,14.68,0.036
2027-01-03,AM,11,10,8.776,1384.965,1,12.722,0.04
2027-01-03,AM,3,9,7.175,1064.687,1,37.002,0.04
2027-01-03,AM,5,8,8.304,1451.567,1,25.905,0.04
2027-01-03,AM,7,9,8.615,1343.011,1,26.211,0.038
2027-01-03,PM,2,5,8.212,1156.359,1,28.574,0.039
2027-01-03,PM,4,6,7.064,985.966,1,16.549,0.038
2027-01-03,PM,6,4,8.397,1123.857,1,22.07,0.036
2027-01-03,PM,8,3,2.755,401.86,1,7.498,0.038
2027-01-03,PM,9,2,6.865,747.403,1,14.681,0.036
2027-01-04,AM,2,5,6.228,913.71,1,35.644,0.037
2027-01-04,AM,4,11,8.611,1284.64,1,34.122,0.041
2027-01-04,AM,5,10,8.828,1487.287,1,27.981,0.043
2027-01-04,PM,1,6,8.137,1028.115,1,44.427,0.037
2027-01-04,PM,3,5,7.891,1107.615,1,18.14,0.038
2027-01-04,PM,6,4,6.601,793.501,1,19.299,0.037
2027-01-05,AM,1,4,6.738,1045.815,1,21.387,0.037
