fecha,ventana,cluster_id_dia,ruta_id,orden_visita,node_id,es_deposito,km_ruta,tiempo_total_h,volumen_ruta_m3,peso_ruta_kg,tipo,direccion_original,direccion_normalizada,lat,lon
2026-12-06,AM,1,1,5,917,0,27.432,3.431,8.733,1410.809,cliente,Av. Recoleta 1848,AV. RECOLETA 1848,-33.4112916,-70.643384
2026-12-06,AM,1,1,6,858,0,27.432,3.431,8.733,1410.809,cliente,Av. Providencia 1570,AV. PROVIDENCIA 1570,-33.427328,-70.6168958
2026-12-06,AM,1,1,7,65,0,27.432,3.431,8.733,1410.809,cliente,Av. Apoquindo 3723,AV. APOQUINDO 3723,-33.415742,-70.5916076
2026-12-06,AM,1,1,8,62,0,27.432,3.431,8.733,1410.809,cliente,Av. Apoquindo 2937,AV. APOQUINDO 2937,-33.4157335,-70.5911617
2026-12-06,AM,1,1,9,69,0,27.432,3.431,8.733,1410.809,cliente,Av. Apoquindo 4280,AV. APOQUINDO 4280,-33.4146429,-70.5862581
2026-12-06,AM,1,1,10,1148,0,27.432,3.431,8.733,1410.809,cliente,Av. Vitacura 4260,AV. VITACURA 4260,-33.399296,-70.5891995
2026-12-06,AM,1,1,11,343,0,27.432,3.431,8.733,1410.809,cliente,Av. Kennedy 5560,AV. KENNEDY 5560,-33.4003518,-70.577242
2026-12-06,AM,1,1,12,346,0,27.432,3.431,8.733,1410.809,cliente,Av. Kennedy 5716,AV. KENNEDY 5716,-33.3994784,-70.5750349
2026-12-06,AM,1,1,13,1245,0,27.432,3.431,8.733,1410.809,cliente,Avenida Kennedy 5716,AVENIDA KENNEDY 5716,-33.3994784,-70.5750349
2026-12-06,AM,1,1,14,1406,0,27.432,3.431,8.733,1410.809,cliente,Avenida Vitacura 6815,AVENIDA VITACURA 6815,-33.3877354,-70.5662816
2026-12-06,AM,1,1,15,0,1,27.432,3.431,8.733,1410.809,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-06,AM,1,2,0,0,1,29.222,1.836,7.307,952.126,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-06,AM,1,2,1,71,0,29.222,1.836,7.307,952.126,cliente,Av. Apoquindo 4985,AV. APOQUINDO 4985,-33.41176647391304,-70.57669653478261
2026-12-06,AM,1,2,2,355,0,29.222,1.836,7.307,952.126,cliente,Av. Kennedy 6833,AV. KENNEDY 6833,-33.3949678,-70.5630729
2026-12-06,AM,1,2,3,448,0,29.222,1.836,7.307,952.126,cliente,Av. Las Condes 3397,AV. LAS CONDES 3397,-33.38904613999576,-70.54005416426546
2026-12-06,AM,1,2,4,453,0,29.222,1.836,7.307,952.126,cliente,Av. Las Condes 3925,AV. LAS CONDES 3925,-33.38904613999576,-70.54005416426546
2026-12-06,AM,1,2,5,0,1,29.222,1.836,7.307,952.126,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-06,AM,2,1,0,0,1,35.257,3.41,8.656,1387.778,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-06,AM,2,1,1,649,0,35.257,3.41,8.656,1387.778,cliente,Av. Mapocho 4268,AV. MAPOCHO 4268,-33.432762,-70.686501
2026-12-06,AM,2,1,2,684,0,35.257,3.41,8.656,1387.778,cliente,Av. Mapocho 9405,AV. MAPOCHO 9405,-33.432762,-70.686501
2026-12-06,AM,2,1,3,1313,0,35.257,3.41,8.656,1387.778,cliente,Avenida Mapocho 5395,AVENIDA MAPOCHO 5395,-33.432762,-70.686501
2026-12-06,AM,2,1,4,507,0,35.257,3.41,8.656,1387.778,cliente,Av. Libertador Bernardo O Higgins 4013,AV. LIBERTADOR BERNARDO O HIGGINS 4013,-33.454043,-70.6911168
2026-12-06,AM,2,1,5,119,0,35.257,3.41,8.656,1387.778,cliente,Av. Departamental 3715,AV. DEPARTAMENTAL 3715,-33.4906244,-70.6807458
2026-12-06,AM,2,1,6,153,0,35.257,3.41,8.656,1387.778,cliente,Av. Departamental 9238,AV. DEPARTAMENTAL 9238,-33.49342680302045,-70.67774623290455
2026-12-06,AM,2,1,7,2241,0,35.257,3.41,8.656,1387.778,cliente,Gran Avenida José Miguel Carrera 7987,GRAN AVENIDA JOSÉ MIGUEL CARRERA 7987,-33.52688736538462,-70.66173722692308
2026-12-06,AM,2,1,8,2242,0,35.257,3.41,8.656,1387.778,cliente,Gran Avenida José Miguel Carrera 8043,GRAN AVENIDA JOSÉ MIGUEL CARRERA 8043,-33.5273317576923,-70.66185638846154
2026-12-06,AM,2,1,9,2246,0,35.257,3.41,8.656,1387.778,cliente,Gran Avenida José Miguel Carrera 9176,GRAN AVENIDA JOSÉ MIGUEL CARRERA 9176,-33.541949214285715,-70.66533034285715
2026-12-06,AM,2,1,10,2195,0,35.257,3.41,8.656,1387.778,cliente,Gran Av. José Miguel Carrera 1141,GRAN AV. JOSÉ MIGUEL CARRERA 1141,-33.5538433,-70.676611
2026-12-06,AM,2,1,11,749,0,35.257,3.41,8.656,1387.778,cliente,Av. Pajaritos 2107,AV. PAJARITOS 2107,-33.5081917,-70.7574536
2026-12-06,AM,2,1,12,774,0,35.257,3.41,8.656,1387.778,cliente,Av. Pajaritos 4330,AV. PAJARITOS 4330,-33.4845309,-70.7465304
2026-12-06,AM,2,1,13,0,1,35.257,3.41,8.656,1387.778,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-06,AM,2,2,0,0,1,25.78,1.865,6.956,997.065,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-06,AM,2,2,1,1336,0,25.78,1.865,6.956,997.065,cliente,Avenida Pajaritos 7107,AVENIDA PAJARITOS 7107,-33.47351293421051,-70.7390279493351
2026-12-06,AM,2,2,2,798,0,25.78,1.865,6.956,997.065,cliente,Av. Pajaritos 8388,AV. PAJARITOS 8388,-33.488076083068606,-70.75138480605311
2026-12-06,AM,2,2,3,808,0,25.78,1.865,6.956,997.065,cliente,Av. Pajaritos 9591,AV. PAJARITOS 9591,-33.488076083068606,-70.75138480605311
2026-12-06,AM,2,2,4,1182,0,25.78,1.865,6.956,997.065,cliente,Avenida Américo Vespucio 3407,AVENIDA AMÉRICO VESPUCIO 3407,-33.5022597,-70.7397096
2026-12-06,AM,2,2,5,793,0,25.78,1.865,6.956,997.065,cliente,Av. Pajaritos 734,AV. PAJARITOS 734,-33.5207395,-70.75737
2026-12-06,AM,2,2,6,0,1,25.78,1.865,6.956,997.065,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-06,AM,2,3,0,0,1,14.382,0.742,3.259,386.94,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-06,AM,2,3,1,943,0,14.382,0.742,3.259,386.94,cliente,Av. Recoleta 5362,AV. RECOLETA 5362,-33.3775078,-70.638117
2026-12-06,AM,2,3,2,0,1,14.382,0.742,3.259,386.94,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-06,AM,3,1,0,0,1,13.759,2.05,8.563,1246.991,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-06,AM,3,1,1,1596,0,13.759,2.05,8.563,1246.991,cliente,Calle Catedral 3236,CALLE CATEDRAL 3236,-33.44037428,-70.6795014
2026-12-06,AM,3,1,2,1594,0,13.759,2.05,8.563,1246.991,cliente,Calle Catedral 2624,CALLE CATEDRAL 2624,-33.4395855,-70.672761
2026-12-06,AM,3,1,3,519,0,13.759,2.05,8.563,1246.991,cliente,Av. Libertador Bernardo O Higgins 5665,AV. LIBERTADOR BERNARDO O HIGGINS 5665,-33.448743251107814,-70.67154545028562
2026-12-06,AM,3,1,4,531,0,13.759,2.05,8.563,1246.991,cliente,Av. Libertador Bernardo O Higgins 8614,AV. LIBERTADOR BERNARDO O HIGGINS 8614,-33.448743251107814,-70.67154545028562
2026-12-06,AM,3,1,5,691,0,13.759,2.05,8.563,1246.991,cliente,Av. Matta 1351,AV. MATTA 1351,-33.4599247,-70.6527236
2026-12-06,AM,3,1,6,695,0,13.759,2.05,8.563,1246.991,cliente,Av. Matta 1939,AV. MATTA 1939,-33.45799120274538,-70.64211682398948
2026-12-06,AM,3,1,7,2039,0,13.759,2.05,8.563,1246.991,cliente,Calle San Diego 3902,CALLE SAN DIEGO 3902,-33.46971150355578,-70.64855318455172
2026-12-06,AM,3,1,8,2049,0,13.759,2.05,8.563,1246.991,cliente,Calle San Diego 5489,CALLE SAN DIEGO 5489,-33.46971150355578,-70.64855318455172
2026-12-06,AM,3,1,9,2059,0,13.759,2.05,8.563,1246.991,cliente,Calle San Diego 7434,CALLE SAN DIEGO 7434,-33.46971150355578,-70.64855318455172
2026-12-06,AM,3,1,10,0,1,13.759,2.05,8.563,1246.991,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-06,AM,3,2,0,0,1,35.894,2.602,8.605,1311.662,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-06,AM,3,2,1,2071,0,35.894,2.602,8.605,1311.662,cliente,Calle San Diego 9330,CALLE SAN DIEGO 9330,-33.46971150355578,-70.64855318455172
2026-12-06,AM,3,2,2,840,0,35.894,2.602,8.605,1311.662,cliente,Av. Pedro de Valdivia 7181,AV. PEDRO DE VALDIVIA 7181,-33.489901842857144,-70.60646732857143
2026-12-06,AM,3,2,3,111,0,35.894,2.602,8.605,1311.662,cliente,Av. Departamental 223,AV. DEPARTAMENTAL 223,-33.507795,-70.6232996
2026-12-06,AM,3,2,4,996,0,35.894,2.602,8.605,1311.662,cliente,Av. Santa Rosa 6749,AV. SANTA ROSA 6749,-33.5233031,-70.6360487
2026-12-06,AM,3,2,5,1178,0,35.894,2.602,8.605,1311.662,cliente,Avenida Américo Vespucio 1622,AVENIDA AMÉRICO VESPUCIO 1622,-33.540444336734694,-70.64646485918368
2026-12-06,AM,3,2,6,1014,0,35.894,2.602,8.605,1311.662,cliente,Av. Santa Rosa 9461,AV. SANTA ROSA 9461,-33.548674239246694,-70.63320323839527
2026-12-06,AM,3,2,7,1118,0,35.894,2.602,8.605,1311.662,cliente,Av. Vicuña Mackenna 6713,AV. VICUÑA MACKENNA 6713,-33.51630239,-70.602708028
2026-12-06,AM,3,2,8,0,1,35.894,2.602,8.605,1311.662,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-06,AM,3,3,0,0,1,34.327,1.706,3.342,437.047,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-06,AM,3,3,1,1130,0,34.327,1.706,3.342,437.047,cliente,Av. Vicuña Mackenna 9874,AV. VICUÑA MACKENNA 9874,-33.54753975890411,-70.58730668219178
2026-12-06,AM,3,3,2,1265,0,34.327,1.706,3.342,437.047,cliente,Avenida La Florida 9375,AVENIDA LA FLORIDA 9375,-33.53931238888889,-70.57209238888889
2026-12-06,AM,3,3,3,0,1,34.327,1.706,3.342,437.047,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-06,AM,5,1,0,0,1,14.876,1.93,8.952,1312.286,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-06,AM,5,1,1,2135,0,14.876,1.93,8.952,1312.286,cliente,Calle Teatinos 1106,CALLE TEATINOS 1106,-33.436656955578805,-70.65568127045138
2026-12-06,AM,5,1,2,2140,0,14.876,1.93,8.952,1312.286,cliente,Calle Teatinos 1584,CALLE TEATINOS 1584,-33.436656955578805,-70.65568127045138
2026-12-06,AM,5,1,3,1583,0,14.876,1.93,8.952,1312.286,cliente,Calle Bandera 9187,CALLE BANDERA 9187,-33.44046393300847,-70.65220603930719
2026-12-06,AM,5,1,4,1561,0,14.876,1.93,8.952,1312.286,cliente,Calle Bandera 5901,CALLE BANDERA 5901,-33.44046393300847,-70.65220603930719
2026-12-06,AM,5,1,5,1799,0,14.876,1.93,8.952,1312.286,cliente,Calle Huérfanos 8536,CALLE HUÉRFANOS 8536,-33.43969907361054,-70.65168277752262
2026-12-06,AM,5,1,6,1775,0,14.876,1.93,8.952,1312.286,cliente,Calle Huérfanos 438,CALLE HUÉRFANOS 438,-33.43969907361054,-70.65168277752262
2026-12-06,AM,5,1,7,1703,0,14.876,1.93,8.952,1312.286,cliente,Calle Estado 300,CALLE ESTADO 300,-33.4393231,-70.6497598
2026-12-06,AM,5,1,8,625,0,14.876,1.93,8.952,1312.286,cliente,Av. Manuel Montt 8349,AV. MANUEL MONTT 8349,-33.450409379191655,-70.61310094459272
2026-12-06,AM,5,1,9,0,1,14.876,1.93,8.952,1312.286,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-06,AM,5,2,0,0,1,26.326,2.553,7.702,1217.82,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-06,AM,5,2,1,1695,0,26.326,2.553,7.702,1217.82,cliente,Calle Estado 1767,CALLE ESTADO 1767,-33.43949515564987,-70.64953513821996
2026-12-06,AM,5,2,2,1721,0,26.326,2.553,7.702,1217.82,cliente,Calle Estado 5453,CALLE ESTADO 5453,-33.43949515564987,-70.64953513821996
2026-12-06,AM,5,2,3,1722,0,26.326,2.553,7.702,1217.82,cliente,Calle Estado 5553,CALLE ESTADO 5553,-33.43949515564987,-70.64953513821996
2026-12-06,AM,5,2,4,616,0,26.326,2.553,7.702,1217.82,cliente,Av. Manuel Montt 6339,AV. MANUEL MONTT 6339,-33.450409379191655,-70.61310094459272
2026-12-06,AM,5,2,5,626,0,26.326,2.553,7.702,1217.82,cliente,Av. Manuel Montt 8479,AV. MANUEL MONTT 8479,-33.450409379191655,-70.61310094459272
2026-12-06,AM,5,2,6,257,0,26.326,2.553,7.702,1217.82,cliente,Av. Irarrázaval 1804,AV. IRARRÁZAVAL 1804,-33.4533598,-70.6124658
2026-12-06,AM,5,2,7,263,0,26.326,2.553,7.702,1217.82,cliente,Av. Irarrázaval 2771,AV. IRARRÁZAVAL 2771,-33.4543753,-70.6023646
2026-12-06,AM,5,2,8,175,0,26.326,2.553,7.702,1217.82,cliente,Av. Grecia 6060,AV. GRECIA 6060,-33.469837659375,-70.57190571875
2026-12-06,AM,5,2,9,1063,0,26.326,2.553,7.702,1217.82,cliente,Av. Tobalaba 7894,AV. TOBALABA 7894,-33.4744614,-70.5584132
2026-12-06,AM,5,2,10,0,1,26.326,2.553,7.702,1217.82,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-06,AM,5,3,0,0,1,27.662,1.273,4.332,453.583,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-06,AM,5,3,1,189,0,27.662,1.273,4.332,453.583,cliente,Av. Grecia 7990,AV. GRECIA 7990,-33.4744394,-70.54923394583334
2026-12-06,AM,5,3,2,0,1,27.662,1.273,4.332,453.583,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-06,PM,4,1,0,0,1,11.515,2.461,8.899,1342.027,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-06,PM,4,1,1,1644,0,11.515,2.461,8.899,1342.027,cliente,Calle Compañía de Jesús 2116,CALLE COMPAÑÍA DE JESÚS 2116,-33.4400605,-70.6663149
2026-12-06,PM,4,1,2,1597,0,11.515,2.461,8.899,1342.027,cliente,Calle Catedral 3304,CALLE CATEDRAL 3304,-33.438738201983064,-70.66443720992424
2026-12-06,PM,4,1,3,1623,0,11.515,2.461,8.899,1342.027,cliente,Calle Catedral 7236,CALLE CATEDRAL 7236,-33.438738201983064,-70.66443720992424
2026-12-06,PM,4,1,4,1655,0,11.515,2.461,8.899,1342.027,cliente,Calle Compañía de Jesús 3674,CALLE COMPAÑÍA DE JESÚS 3674,-33.439644149230105,-70.66251983715254
2026-12-06,PM,4,1,5,1661,0,11.515,2.461,8.899,1342.027,cliente,Calle Compañía de Jesús 5241,CALLE COMPAÑÍA DE JESÚS 5241,-33.439644149230105,-70.66251983715254
2026-12-06,PM,4,1,6,1417,0,11.515,2.461,8.899,1342.027,cliente,Calle Amunátegui 144,CALLE AMUNÁTEGUI 144,-33.44209326,-70.65622238
2026-12-06,PM,4,1,7,1554,0,11.515,2.461,8.899,1342.027,cliente,Calle Bandera 3912,CALLE BANDERA 3912,-33.44046393300847,-70.65220603930719
2026-12-06,PM,4,1,8,1537,0,11.515,2.461,8.899,1342.027,cliente,Calle Arturo Prat 9820,CALLE ARTURO PRAT 9820,-33.452475519393765,-70.64863131734094
2026-12-06,PM,4,1,9,700,0,11.515,2.461,8.899,1342.027,cliente,Av. Matta 2703,AV. MATTA 2703,-33.45799120274538,-70.64211682398948
2026-12-06,PM,4,1,10,709,0,11.515,2.461,8.899,1342.027,cliente,Av. Matta 4411,AV. MATTA 4411,-33.45799120274538,-70.64211682398948
2026-12-06,PM,4,1,11,717,0,11.515,2.461,8.899,1342.027,cliente,Av. Matta 5370,AV. MATTA 5370,-33.45799120274538,-70.64211682398948
2026-12-06,PM,4,1,12,738,0,11.515,2.461,8.899,1342.027,cliente,Av. Matta 8387,AV. MATTA 8387,-33.45799120274538,-70.64211682398948
2026-12-06,PM,4,1,13,0,1,11.515,2.461,8.899,1342.027,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-06,PM,4,2,0,0,1,24.977,1.999,8.881,1393.303,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-06,PM,4,2,1,1321,0,24.977,1.999,8.881,1393.303,cliente,Avenida Matta 4095,AVENIDA MATTA 4095,-33.45799120274538,-70.64211682398948
2026-12-06,PM,4,2,2,1328,0,24.977,1.999,8.881,1393.303,cliente,Avenida Matta 8464,AVENIDA MATTA 8464,-33.45799120274538,-70.64211682398948
2026-12-06,PM,4,2,3,1236,0,24.977,1.999,8.881,1393.303,cliente,Avenida Irarrázaval 7578,AVENIDA IRARRÁZAVAL 7578,-33.45211752135792,-70.62996532946244
2026-12-06,PM,4,2,4,549,0,24.977,1.999,8.881,1393.303,cliente,Av. Macul 3026,AV. MACUL 3026,-33.48243099655173,-70.59910132413793
2026-12-06,PM,4,2,5,7,0,24.977,1.999,8.881,1393.303,cliente,Av. Américo Vespucio 2037,AV. AMÉRICO VESPUCIO 2037,-33.47458170743243,-70.57790245202703
2026-12-06,PM,4,2,6,170,0,24.977,1.999,8.881,1393.303,cliente,Av. Grecia 5268,AV. GRECIA 5268,-33.46821033574976,-70.57937655427114
2026-12-06,PM,4,2,7,0,1,24.977,1.999,8.881,1393.303,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-06,PM,6,1,0,0,1,8.18,1.995,8.999,1320.476,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-06,PM,6,1,1,648,0,8.18,1.995,8.999,1320.476,cliente,Av. Mapocho 4083,AV. MAPOCHO 4083,-33.43231273781036,-70.6598401291291
2026-12-06,PM,6,1,2,639,0,8.18,1.995,8.999,1320.476,cliente,Av. Mapocho 1540,AV. MAPOCHO 1540,-33.432026,-70.658283
2026-12-06,PM,6,1,3,2150,0,8.18,1.995,8.999,1320.476,cliente,Calle Teatinos 3427,CALLE TEATINOS 3427,-33.436656955578805,-70.65568127045138
2026-12-06,PM,6,1,4,2146,0,8.18,1.995,8.999,1320.476,cliente,Calle Teatinos 3114,CALLE TEATINOS 3114,-33.436656955578805,-70.65568127045138
2026-12-06,PM,6,1,5,1936,0,8.18,1.995,8.999,1320.476,cliente,Calle Morandé 6158,CALLE MORANDÉ 6158,-33.43452185756808,-70.65443829443069
2026-12-06,PM,6,1,6,1905,0,8.18,1.995,8.999,1320.476,cliente,Calle Morandé 1319,CALLE MORANDÉ 1319,-33.43452185756808,-70.65443829443069
2026-12-06,PM,6,1,7,1959,0,8.18,1.995,8.999,1320.476,cliente,Calle San Antonio 1349,CALLE SAN ANTONIO 1349,-33.43487534738776,-70.64887247008978
2026-12-06,PM,6,1,8,1989,0,8.18,1.995,8.999,1320.476,cliente,Calle San Antonio 5691,CALLE SAN ANTONIO 5691,-33.43487534738776,-70.64887247008978
2026-12-06,PM,6,1,9,2011,0,8.18,1.995,8.999,1320.476,cliente,Calle San Antonio 960,CALLE SAN ANTONIO 960,-33.43487534738776,-70.64887247008978
2026-12-06,PM,6,1,10,1981,0,8.18,1.995,8.999,1320.476,cliente,Calle San Antonio 448,CALLE SAN ANTONIO 448,-33.437700910204086,-70.64860850816326
2026-12-06,PM,6,1,11,0,1,8.18,1.995,8.999,1320.476,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-06,PM,6,2,0,0,1,8.767,1.184,8.995,1321.488,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-06,PM,6,2,1,1854,0,8.767,1.184,8.995,1321.488,cliente,Calle Monjitas 1046,CALLE MONJITAS 1046,-33.436639090107406,-70.64200400967839
2026-12-06,PM,6,2,2,1863,0,8.767,1.184,8.995,1321.488,cliente,Calle Monjitas 3007,CALLE MONJITAS 3007,-33.436639090107406,-70.64200400967839
2026-12-06,PM,6,2,3,1878,0,8.767,1.184,8.995,1321.488,cliente,Calle Monjitas 6010,CALLE MONJITAS 6010,-33.436639090107406,-70.64200400967839
2026-12-06,PM,6,2,4,1829,0,8.767,1.184,8.995,1321.488,cliente,Calle Merced 5050,CALLE MERCED 5050,-33.43731790255185,-70.64174538474282
2026-12-06,PM,6,2,5,1835,0,8.767,1.184,8.995,1321.488,cliente,Calle Merced 6618,CALLE MERCED 6618,-33.43731790255185,-70.64174538474282
2026-12-06,PM,6,2,6,0,1,8.767,1.184,8.995,1321.488,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-06,PM,6,3,0,0,1,13.698,1.048,3.156,452.949,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
2026-12-06,PM,6,3,1,1830,0,13.698,1.048,3.156,452.949,cliente,Calle Merced 5537,CALLE MERCED 5537,-33.43731790255185,-70.64174538474282
2026-12-06,PM,6,3,2,1129,0,13.698,1.048,3.156,452.949,cliente,Av. Vicuña Mackenna 9865,AV. VICUÑA MACKENNA 9865,-33.440722,-70.634332
2026-12-06,PM,6,3,3,609,0,13.698,1.048,3.156,452.949,cliente,Av. Manuel Montt 5607,AV. MANUEL MONTT 5607,-33.43961,-70.6155
2026-12-06,PM,6,3,4,0,1,13.698,1.048,3.156,452.949,deposito,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile","POETA PEDRO PRADO 1556, SANTIAGO, QUINTA NORMAL, REGIÓN METROPOLITANA, CHILE",-33.42748443128771,-70.68728138816309
